Street_ID,Street_Name,Error_Type
75,"SN 949B, Không biết Nguyện Bịnh Khiếm",lỗi sai chính tả + thêm từ gây nhiễu
76,"SN 106/19, Nguyễn Văn ứT",lỗi sai chính tả + đổi thứ tự các từ
76,"SN 255/43B, Phố Nguyến Văn Tư",lỗi sai chính tả + thêm từ gây nhiễu
76,"SN 316/91A, Nugyễn Văn Tứ",lỗi đổi thứ tự các từ
76,"SN 496B, Nguyền Văn Từ",lỗi sai chính tả
76,"SN 538, Nguyeãn Vaên Töù",lỗi font
76,"SN 679, Nguyễn Văn Tứ",không lỗi
76,"SN 716/60A, Nguyễn Văn Tứ",lỗi thiếu từ + đổi thứ tự các từ
76,"SN 763A, Nguyễn Văn Tứ",không lỗi
76,"SN 767A, Nguyễn Văn",lỗi thiếu từ
76,"SN 846, Phường Nguyễn Văn Tứ",lỗi thêm từ gây nhiễu
76,"SN 947A, Nguyến Văn",lỗi sai chính tả + thiếu từ
77,"SN 147C, Lê Thanh Nghị",lỗi thiếu từ + đổi thứ tự các từ
77,"SN 201/4B, Lê Thanh",lỗi thiếu từ
77,"SN 305/16B, Nhà 2 tầng Lế Thanh Nghĩ",lỗi sai chính tả + thêm từ gây nhiễu
77,"SN 338, êL Thanh Nghị",lỗi sai chính tả + đổi thứ tự các từ
77,"SN 485/88A, Lê Thnah Nghị",lỗi đổi thứ tự các từ
77,"SN 508A, Lế Nghĩ",lỗi sai chính tả + thiếu từ
77,"SN 554A, Lễ Thanh Nghỉ",lỗi sai chính tả
77,"SN 795A, Nhà 2 tầng Lê Thanh Nghị",lỗi thêm từ gây nhiễu
77,"SN 816/86A, Lê Thanh Nghị",không lỗi
77,"SN 939, Leâ Thanh Nghò",lỗi font
77,"SN 940/18, Lê Thanh Nghị",không lỗi
78,"SN 142, Phạm Văn Chiêu",không lỗi
78,"SN 143B, Hẻm Phạm Văn Chiêu",lỗi thêm từ gây nhiễu
78,"SN 179/24B, Phạm Vnă Chiêu",lỗi đổi thứ tự các từ
78,"SN 318/94B, Văn Chiều",lỗi sai chính tả + thiếu từ
78,"SN 518/95C, Phạm Văn Chiêu",không lỗi
78,"SN 589/67, Không biết Phám Văn Chiễu",lỗi sai chính tả + thêm từ gây nhiễu
78,"SN 80, Phạm Văn Chiêu",lỗi thiếu từ + đổi thứ tự các từ
78,"SN 820/92A, Văn Chiêu",lỗi thiếu từ
78,"SN 875, Phaïm Vaên Chieâu",lỗi font
78,"SN 902, Phảm Văn Chiếu",lỗi sai chính tả
78,"SN 965, Phạm Vnă Chiêu",lỗi sai chính tả + đổi thứ tự các từ
79,"SN 108C, Huỳnh Vnă Lũy",lỗi đổi thứ tự các từ
79,"SN 17/87B, Huỳnh Văn Lũy",lỗi thiếu từ + đổi thứ tự các từ
79,"SN 247/15C, Phường Huỷnh Văn Lụy",lỗi sai chính tả + thêm từ gây nhiễu
79,"SN 258, Huỳnh Văn Lũy",không lỗi
79,"SN 527/74, Huýnh Văn Lùy",lỗi sai chính tả
79,"SN 546, Huyønh Vaên Luõy",lỗi font
79,"SN 551/54, Huỹnh Văn",lỗi sai chính tả + thiếu từ
79,"SN 709B, Huỳnh Văn Lũy",không lỗi
79,"SN 796/81, Huỳnh Văn",lỗi thiếu từ
79,"SN 801C, Hunỳh Văn Lũy",lỗi sai chính tả + đổi thứ tự các từ
79,"SN 897A, Nhà trống Huỳnh Văn Lũy",lỗi thêm từ gây nhiễu
80,"SN 177/23, Trấn Giảu",lỗi sai chính tả + thiếu từ
80,"SN 184/22, Traàn Vaên Giaøu",lỗi font
80,"SN 416/93A, Trần Văn Giàu",lỗi thiếu từ + đổi thứ tự các từ
80,"SN 446, Trần Giàu",lỗi thiếu từ
80,"SN 676/93C, Trần Văn iGàu",lỗi đổi thứ tự các từ
80,"SN 685/15, Trần Văn Giàu",không lỗi
80,"SN 781A, Trần Văn Giàu",không lỗi
80,"SN 904A, Nhà trống Trấn Văn Giãu",lỗi sai chính tả + thêm từ gây nhiễu
80,"SN 916/17, Trần Văn iGàu",lỗi sai chính tả + đổi thứ tự các từ
80,"SN 95, Không biết Trần Văn Giàu",lỗi thêm từ gây nhiễu
80,"SN 980, Trấn Văn Giáu",lỗi sai chính tả
81,"SN 110/5, Đinh Cổng Trãng",lỗi sai chính tả
81,"SN 128/31, Không biết Đinh Cỗng Trãng",lỗi sai chính tả + thêm từ gây nhiễu
81,"SN 187/61B, Ñinh Coâng Traùng",lỗi font
81,"SN 246, Đinh Công Tráng",lỗi thiếu từ + đổi thứ tự các từ
81,"SN 33/30C, Đinh Tráng",lỗi thiếu từ
81,"SN 336A, Đinh Trảng",lỗi sai chính tả + thiếu từ
81,"SN 395, Đinh ôCng Tráng",lỗi đổi thứ tự các từ
81,"SN 661, Đinh Công Tráng",không lỗi
81,"SN 675A, Đinh Công Tráng",không lỗi
81,"SN 763/27, Nhà 2 tầng Đinh Công Tráng",lỗi thêm từ gây nhiễu
81,"SN 928, Đinh Công Trnág",lỗi sai chính tả + đổi thứ tự các từ
82,"SN 178/51B, Nguyến Văn Mài",lỗi sai chính tả
82,"SN 178/76, Nguyễn Văn Mại",lỗi thiếu từ + đổi thứ tự các từ
82,"SN 265/87A, Nhà 2 tầng Nguyền Văn Mãi",lỗi sai chính tả + thêm từ gây nhiễu
82,"SN 681C, Nhà 2 tầng Nguyễn Văn Mại",lỗi thêm từ gây nhiễu
82,"SN 691/15B, Nguyễn Văn Miạ",lỗi đổi thứ tự các từ
82,"SN 700, Nguyến Văn",lỗi sai chính tả + thiếu từ
82,"SN 751/71A, Nguyeãn Vaên Maïi",lỗi font
82,"SN 838, Văn Mại",lỗi thiếu từ
82,"SN 857/37, Nguyễn Văn Mại",không lỗi
82,"SN 902C, Nguyễn Văn Mại",không lỗi
82,"SN 962C, Nguyễn Văn Miạ",lỗi sai chính tả + đổi thứ tự các từ
83,"SN 109/16A, Nguyễn Thiện hTuật",lỗi đổi thứ tự các từ
83,"SN 145/46, Không xác định Nguyễn Thiện Thuật",lỗi thêm từ gây nhiễu
83,"SN 194B, Nguyễn Thiện Thuật",lỗi thiếu từ + đổi thứ tự các từ
83,"SN 221/17, CSH Nguyền Thiển Thuât",lỗi sai chính tả + thêm từ gây nhiễu
83,"SN 23A, Nguyện Thiển Thuầt",lỗi sai chính tả
83,"SN 38A, Nguyễn Thiện Thuật",không lỗi
83,"SN 427/90, Nguyền Thiến",lỗi sai chính tả + thiếu từ
83,"SN 43, Nugyễn Thiện Thuật",lỗi sai chính tả + đổi thứ tự các từ
83,"SN 531, Nguyễn Thiện",lỗi thiếu từ
83,"SN 612/35, Nguyễn Thiện Thuật",không lỗi
83,"SN 966/46, Nguyeãn Thieän Thuaät",lỗi font
84,"SN 100B, Không xác định Nguyền Văn Lồc",lỗi sai chính tả + thêm từ gây nhiễu
84,"SN 262/21, Nguyễn Văn Lcộ",lỗi sai chính tả + đổi thứ tự các từ
84,"SN 29/90B, Nguyễn Văn Lộc",lỗi thiếu từ + đổi thứ tự các từ
84,"SN 323, Nguyễn Văn Lộc",không lỗi
84,"SN 492/48C, Nguyên Văn",lỗi sai chính tả + thiếu từ
84,"SN 52/29, Không biết Nguyễn Văn Lộc",lỗi thêm từ gây nhiễu
84,"SN 580/89, Nguyễn Văn Lộc",không lỗi
84,"SN 6, Nguyễn Văn",lỗi thiếu từ
84,"SN 657/79, Nguyên Văn Lỗc",lỗi sai chính tả
84,"SN 720, Nguyeãn Vaên Loäc",lỗi font
84,"SN 939C, Nguễyn Văn Lộc",lỗi đổi thứ tự các từ
85,"SN 289/16, Trnầ Văn Kỷ",lỗi đổi thứ tự các từ
85,"SN 313, Traàn Vaên Kyû",lỗi font
85,"SN 331, Trần Văn Kỷ",không lỗi
85,"SN 339/56, Trần Văn Kỷ",lỗi thiếu từ + đổi thứ tự các từ
85,"SN 453C, Trần Kỷ",lỗi thiếu từ
85,"SN 574B, CSH Trận Văn Ký",lỗi sai chính tả + thêm từ gây nhiễu
85,"SN 614/24, Trấn Văn Ký",lỗi sai chính tả
85,"SN 627, Trnầ Văn Kỷ",lỗi sai chính tả + đổi thứ tự các từ
85,"SN 718C, Trần Văn Kỷ",không lỗi
85,"SN 991/20A, Trấn Văn",lỗi sai chính tả + thiếu từ
85,"SN 997/76A, Phố Trần Văn Kỷ",lỗi thêm từ gây nhiễu
86,"SN 194/51, õV Thị Sáu",lỗi đổi thứ tự các từ
86,"SN 287/6A, Phường Vó Thì Sãu",lỗi sai chính tả + thêm từ gây nhiễu
86,"SN 341/9A, Vỏ Sàu",lỗi sai chính tả + thiếu từ
86,"SN 387, Võ Thị Sáu",lỗi thiếu từ + đổi thứ tự các từ
86,"SN 572B, Voõ Thò Saùu",lỗi font
86,"SN 619A, Võ Thị",lỗi thiếu từ
86,"SN 623A, Võ Thị Sáu",không lỗi
86,"SN 718/38, Vó Thì Sảu",lỗi sai chính tả
86,"SN 742C, Phố Võ Thị Sáu",lỗi thêm từ gây nhiễu
86,"SN 746/99B, Võ Thị áSu",lỗi sai chính tả + đổi thứ tự các từ
86,"SN 913, Võ Thị Sáu",không lỗi
87,"SN 205, Nguyện Khuyên",lỗi sai chính tả
87,"SN 207/57B, Hẻm Nguyên Khuyễn",lỗi sai chính tả + thêm từ gây nhiễu
87,"SN 245C, Khuyến",lỗi thiếu từ
87,"SN 258A, Nguyeãn Khuyeán",lỗi font
87,"SN 259A, Nguyễn Khuynế",lỗi sai chính tả + đổi thứ tự các từ
87,"SN 408/90, Nguyễn Khuyến",không lỗi
87,"SN 430A, Nguyễn Khuyến",không lỗi
87,"SN 639/79A, Nguyễn Khuyến",lỗi thiếu từ + đổi thứ tự các từ
87,"SN 792/57, Nhà 2 tầng Nguyễn Khuyến",lỗi thêm từ gây nhiễu
87,"SN 820, Khuyên",lỗi sai chính tả + thiếu từ
87,"SN 87C, Nguyễn hKuyến",lỗi đổi thứ tự các từ
88,"SN 245/31, Nguyễn Văn Hưởng",không lỗi
88,"SN 26/87, Nhà trống Nguyễn Văn Hưởng",lỗi thêm từ gây nhiễu
88,"SN 288B, Nguyễn Vnă Hưởng",lỗi sai chính tả + đổi thứ tự các từ
88,"SN 459/55C, Văn Hưởng",lỗi thiếu từ
88,"SN 527/64A, Nguyễn Văn Hưởng",lỗi thiếu từ + đổi thứ tự các từ
88,"SN 584, CSH Nguyển Văn Hửỡng",lỗi sai chính tả + thêm từ gây nhiễu
88,"SN 618A, Nguyễn Vnă Hưởng",lỗi đổi thứ tự các từ
88,"SN 631, Nguyện Văn Hứờng",lỗi sai chính tả
88,"SN 652A, Nguyến Hửơng",lỗi sai chính tả + thiếu từ
88,"SN 700, Nguyeãn Vaên Höôûng",lỗi font
88,"SN 765, Nguyễn Văn Hưởng",không lỗi
89,"SN 156/93, Nugyễn Văn Đậu",lỗi sai chính tả + đổi thứ tự các từ
89,"SN 158/20, Nguyễn Văn Đậu",không lỗi
89,"SN 230/34, Ấp Nguyên Văn Đẩu",lỗi sai chính tả + thêm từ gây nhiễu
89,"SN 25C, Nguyễn Văn",lỗi thiếu từ
89,"SN 266C, Không biết Nguyễn Văn Đậu",lỗi thêm từ gây nhiễu
89,"SN 296, Nguyên Văn Đấu",lỗi sai chính tả
89,"SN 716B, Nguyễn Văn Đậu",không lỗi
89,"SN 784/21, Nguyeãn Vaên Ñaäu",lỗi font
89,"SN 83/9, Nguyên Đẫu",lỗi sai chính tả + thiếu từ
89,"SN 898A, gNuyễn Văn Đậu",lỗi đổi thứ tự các từ
89,"SN 930/10, Nguyễn Văn Đậu",lỗi thiếu từ + đổi thứ tự các từ
90,"SN 133/17A, Trương Định",không lỗi
90,"SN 241/8A, Trương Định",không lỗi
90,"SN 290A, Không biết Trừợng Đình",lỗi sai chính tả + thêm từ gây nhiễu
90,"SN 304A, rTương Định",lỗi đổi thứ tự các từ
90,"SN 481A, Trương Định",lỗi thiếu từ + đổi thứ tự các từ
90,"SN 605/70A, Trơưng Định",lỗi sai chính tả + đổi thứ tự các từ
90,"SN 665, Tröông Ñònh",lỗi font
90,"SN 715, Đỉnh",lỗi sai chính tả + thiếu từ
90,"SN 743/10, Định",lỗi thiếu từ
90,"SN 83, Ấp Trương Định",lỗi thêm từ gây nhiễu
90,"SN 863/78B, Trừờng Đình",lỗi sai chính tả
91,"SN 246/44C, Lệ Văn Tãm",lỗi sai chính tả
91,"SN 348/38C, Lê Văn Tám",không lỗi
91,"SN 43B, Lể Văn",lỗi sai chính tả + thiếu từ
91,"SN 489A, Ấp Lê Văn Tám",lỗi thêm từ gây nhiễu
91,"SN 511/20, Lê ăVn Tám",lỗi sai chính tả + đổi thứ tự các từ
91,"SN 54/96C, Leâ Vaên Taùm",lỗi font
91,"SN 601/29, Lê Văn Tám",lỗi thiếu từ + đổi thứ tự các từ
91,"SN 854, Lê Văn Tám",không lỗi
91,"SN 899A, Nhà 2 tầng Lể Văn Tảm",lỗi sai chính tả + thêm từ gây nhiễu
91,"SN 990/58B, êL Văn Tám",lỗi đổi thứ tự các từ
91,"SN 995/24, Lê Tám",lỗi thiếu từ
92,"SN 169/37, Quộc Hoãn",lỗi sai chính tả + thiếu từ
92,"SN 301/92A, Ấp Trần Quốc Hoàn",lỗi thêm từ gây nhiễu
92,"SN 532/99, Trần Quốc Hoàn",không lỗi
92,"SN 58, Trần Hoàn",lỗi thiếu từ
92,"SN 620, Hẻm Trẫn Quổc Hoạn",lỗi sai chính tả + thêm từ gây nhiễu
92,"SN 677, Trnầ Quốc Hoàn",lỗi đổi thứ tự các từ
92,"SN 760/12A, Trần Quốc Hoàn",lỗi thiếu từ + đổi thứ tự các từ
92,"SN 820/4, Trần uQốc Hoàn",lỗi sai chính tả + đổi thứ tự các từ
92,"SN 898/61, Trần Quốc Hoàn",không lỗi
92,"SN 940/10, Trẩn Quôc Hoạn",lỗi sai chính tả
92,"SN 97/70B, Traàn Quoác Hoaøn",lỗi font
93,"SN 164, Nguyễn Trnọg Tuyển",lỗi sai chính tả + đổi thứ tự các từ
93,"SN 237/6A, Nhà trống Nguyên Tròng Tuyện",lỗi sai chính tả + thêm từ gây nhiễu
93,"SN 24/86, Nguyền Trõng Tuyễn",lỗi sai chính tả
93,"SN 28/76, Nguyễn Trọng Tuyển",không lỗi
93,"SN 285/99, Nguyeãn Troïng Tuyeån",lỗi font
93,"SN 32/69, Nguyễn Trọng Tuyển",không lỗi
93,"SN 330/29, Trõng Tuyến",lỗi sai chính tả + thiếu từ
93,"SN 623/90A, Ấp Nguyễn Trọng Tuyển",lỗi thêm từ gây nhiễu
93,"SN 683/16, Nguyễn Trọng Tuynể",lỗi đổi thứ tự các từ
93,"SN 956/40B, Nguyễn Trọng Tuyển",lỗi thiếu từ + đổi thứ tự các từ
93,"SN 967, Trọng Tuyển",lỗi thiếu từ
94,"SN 13/40B, Không biết Đặng Thải Mai",lỗi sai chính tả + thêm từ gây nhiễu
94,"SN 215/37, Đặng Thái Mai",lỗi thiếu từ + đổi thứ tự các từ
94,"SN 225, Đặng Mai",lỗi thiếu từ
94,"SN 29, Đặng Thài Mai",lỗi sai chính tả
94,"SN 46/59A, Đặng Thái aMi",lỗi sai chính tả + đổi thứ tự các từ
94,"SN 591/38, Ngõ Đặng Thái Mai",lỗi thêm từ gây nhiễu
94,"SN 602/85B, Ñaëng Thaùi Mai",lỗi font
94,"SN 713C, Đặng Thái Mai",không lỗi
94,"SN 717A, Đặng Thiá Mai",lỗi đổi thứ tự các từ
94,"SN 763/67B, Đặng Thái Mai",không lỗi
94,"SN 765/67A, Đặng Mai",lỗi sai chính tả + thiếu từ
95,"SN 140/27, Nguyễn Phúc Nugyên",lỗi đổi thứ tự các từ
95,"SN 175/48A, Nguyễn Nguyên",lỗi thiếu từ
95,"SN 410B, Phục Nguyến",lỗi sai chính tả + thiếu từ
95,"SN 535, Nguyễn Phúc Nguyên",không lỗi
95,"SN 65B, Nguyễn Phúc Nguêyn",lỗi sai chính tả + đổi thứ tự các từ
95,"SN 660C, Ấp Nguyển Phục Nguyền",lỗi sai chính tả + thêm từ gây nhiễu
95,"SN 766/58, Nguyễn Phúc Nguyên",không lỗi
95,"SN 783/80A, Nguyễn Phúc Nguyên",lỗi thiếu từ + đổi thứ tự các từ
95,"SN 838A, Nguyền Phủc Nguyện",lỗi sai chính tả
95,"SN 866, Ngõ Nguyễn Phúc Nguyên",lỗi thêm từ gây nhiễu
95,"SN 973/73, Nguyeãn Phuùc Nguyeân",lỗi font
96,"SN 259/33, Phan Đăng Lừu",lỗi sai chính tả
96,"SN 309C, Phan Lựu",lỗi sai chính tả + thiếu từ
96,"SN 362/29C, Phan Ñaêng Löu",lỗi font
96,"SN 441/29A, Phan Đăng Lưu",không lỗi
96,"SN 475/90B, Phan Đăgn Lưu",lỗi sai chính tả + đổi thứ tự các từ
96,"SN 546/10A, Phan Lưu",lỗi thiếu từ
96,"SN 650, Phna Đăng Lưu",lỗi đổi thứ tự các từ
96,"SN 734/19, Phan Đăng Lưu",không lỗi
96,"SN 738, Phường Phan Đăng Lữu",lỗi sai chính tả + thêm từ gây nhiễu
96,"SN 782/51C, Phường Phan Đăng Lưu",lỗi thêm từ gây nhiễu
96,"SN 868C, Phan Đăng Lưu",lỗi thiếu từ + đổi thứ tự các từ
97,"SN 191B, Huỳnh Nghệ",lỗi thiếu từ
97,"SN 21/75C, Huỳnh ăVn Nghệ",lỗi đổi thứ tự các từ
97,"SN 225/37, Văn Nghê",lỗi sai chính tả + thiếu từ
97,"SN 239A, Huyønh Vaên Ngheä",lỗi font
97,"SN 265B, Huỳnh Văn Nghệ",không lỗi
97,"SN 325/8, Ngõ Huỵnh Văn Nghê",lỗi sai chính tả + thêm từ gây nhiễu
97,"SN 426, Huỳnh Văn Nghệ",không lỗi
97,"SN 645/76, Ấp Huỳnh Văn Nghệ",lỗi thêm từ gây nhiễu
97,"SN 788, Huỳnh Văn Nghệ",lỗi thiếu từ + đổi thứ tự các từ
97,"SN 913B, Huỳnh Vnă Nghệ",lỗi sai chính tả + đổi thứ tự các từ
97,"SN 982, Huýnh Văn Nghế",lỗi sai chính tả
98,"SN 120, Không biết Trương Quốc Dung",lỗi thêm từ gây nhiễu
98,"SN 354A, Trương Quốc Dung",lỗi thiếu từ + đổi thứ tự các từ
98,"SN 506B, Trương Qucố Dung",lỗi đổi thứ tự các từ
98,"SN 649B, Phường Trứớng Quồc Dung",lỗi sai chính tả + thêm từ gây nhiễu
98,"SN 757, Trương Quốc uDng",lỗi sai chính tả + đổi thứ tự các từ
98,"SN 763A, Quổc Dung",lỗi sai chính tả + thiếu từ
98,"SN 845/55, Trựỡng Quộc Dung",lỗi sai chính tả
98,"SN 865B, Trương Quốc Dung",không lỗi
98,"SN 908, Trương Dung",lỗi thiếu từ
98,"SN 913/26, Tröông Quoác Dung",lỗi font
98,"SN 989B, Trương Quốc Dung",không lỗi
99,"SN 109, Nguyền Thò",lỗi sai chính tả + thiếu từ
99,"SN 182C, Nguyễn Hữu Thọ",không lỗi
99,"SN 342/85C, Không biết Nguyển Hứu Thó",lỗi sai chính tả + thêm từ gây nhiễu
99,"SN 388/93B, Nguyển Hựu Thó",lỗi sai chính tả
99,"SN 459, Nguyeãn Höõu Thoï",lỗi font
99,"SN 485/46C, Nguyễn Hữu Tọh",lỗi đổi thứ tự các từ
99,"SN 568/30, Ấp Nguyễn Hữu Thọ",lỗi thêm từ gây nhiễu
99,"SN 64/61C, gNuyễn Hữu Thọ",lỗi sai chính tả + đổi thứ tự các từ
99,"SN 643C, Nguyễn Hữu Thọ",không lỗi
99,"SN 677/51A, Nguyễn Thọ",lỗi thiếu từ
99,"SN 829A, Nguyễn Hữu Thọ",lỗi thiếu từ + đổi thứ tự các từ
100,"SN 217/12, Đặng Sẩm",lỗi sai chính tả + thiếu từ
100,"SN 235, Đặng Văn Sâm",không lỗi
100,"SN 264/27, Nhà 2 tầng Đặng Văn Sậm",lỗi sai chính tả + thêm từ gây nhiễu
100,"SN 342, ặĐng Văn Sâm",lỗi sai chính tả + đổi thứ tự các từ
100,"SN 593, Đặng Sâm",lỗi thiếu từ
100,"SN 693, Đặng Văn Sâm",không lỗi
100,"SN 723C, Ñaëng Vaên Saâm",lỗi font
100,"SN 810/57, Nhà trống Đặng Văn Sâm",lỗi thêm từ gây nhiễu
100,"SN 832, Đặgn Văn Sâm",lỗi đổi thứ tự các từ
100,"SN 939, Đặng Văn Sẩm",lỗi sai chính tả
100,"SN 972/57A, Đặng Văn Sâm",lỗi thiếu từ + đổi thứ tự các từ
